25.761104 -12.313218 -12.245308
9.961791 26.219605 -11.702642
-17.843557 5.939251 5.834182
-14.464511 20.024373 -33.802852
2.390904 -18.095448 -0.448803
23.704737 2.866967 21.915393
-2.301040 23.696181 -31.970336
24.795070 -25.167632 -14.113538
11.519327 7.074271 -3.238247
8.765873 10.567673 2.602571
-19.866889 1.629618 -21.118047
-6.624226 12.483264 43.325033
-14.749761 18.531512 -37.907496
-17.321654 -4.450022 -8.330966
-12.754377 -1.311609 -39.734456
-2.148111 23.024111 9.259701
6.788910 -8.425907 28.776811
-10.547244 -17.007299 -25.010696
22.641617 25.061332 26.922739
5.841903 -21.614812 0.788050
-0.949567 -19.672308 -42.760649
26.499022 -24.525251 -0.906053
-6.598875 25.072258 8.086180
-1.007054 -21.261893 18.473842
-18.878867 19.455834 -37.907962
16.875155 -2.547901 -6.531401
-13.902087 12.603251 -24.574880
25.665265 2.983858 26.387043
9.396839 -24.181709 -33.950908
10.775650 -0.667805 -1.251595
19.847859 13.478927 -26.779360
-21.011240 -19.226559 11.172368
2.225641 19.650988 43.175456
-15.620932 10.274059 0.537742
-5.150499 0.750450 8.445504
2.504244 12.575813 0.645749
-15.691053 25.286484 -28.400041
-8.622747 22.193605 36.201429
-24.296042 19.760297 -28.532346
0.845960 22.579364 32.302607
-5.556953 0.765380 -23.924703
-4.498716 -8.337268 20.407288
5.804238 -17.019537 -27.560146
24.449305 4.134543 18.000596
26.461663 -1.937203 -0.231975
24.348969 -11.974837 -35.523197
-5.683342 5.831883 28.443854
18.830517 8.362188 27.505096
17.914229 -16.304065 19.857788
-7.517391 -23.360728 39.166548
23.436777 12.714829 -24.997512
8.752339 14.655747 -33.542919
2.287138 -6.294700 21.126181
10.171737 -3.065718 -21.314061
-4.462570 -21.966017 -6.593439
9.671828 25.773077 -15.920731
8.447516 -7.208343 -27.763647
-0.719078 0.115219 -40.249451
-1.942244 -7.074609 22.034769
-2.252476 7.304539 26.085524
-25.124007 6.252228 -4.167992
0.381269 -10.249693 -2.793177
-2.149588 -14.605693 36.719703
10.352277 -10.953573 19.207794
-15.363205 -5.467317 7.160083
-10.814910 17.386341 43.879875
18.983664 -23.609572 32.642551
-21.311244 -23.856592 20.476811
-25.506169 4.881829 37.750842
-20.467110 22.159577 -17.804278
-10.167806 -8.802145 19.129442
15.744159 -8.112331 -18.879171
12.439441 14.496153 -23.473596
-18.017715 13.442952 -29.558885
18.160390 4.487118 -34.497407
15.942675 19.380135 -15.729500
-5.572123 -2.182130 10.621842
-16.271371 -1.784239 -43.084624
13.104277 -2.917726 -12.792944
21.539364 -4.252490 32.925437
-9.778927 -17.034930 -20.681950
11.633615 -13.426692 -9.234458
-3.552145 10.117000 -23.985005
8.086718 17.653401 -20.960294
19.865203 6.350491 -12.729799
13.190945 -3.405642 0.879069
3.578721 -18.355750 -5.320665
-21.232393 14.967860 22.985013
-23.636727 1.416956 19.474939
5.986588 -26.596671 9.782599
20.842491 16.103896 18.416446
19.994639 -17.001108 3.028529
20.667270 7.014112 -23.383355
-19.879084 -13.855809 -21.465000
12.228419 -23.419844 36.017542
-20.231671 12.325181 -3.026835
19.000456 -11.285113 16.524473
19.435486 -9.436279 20.840990
-13.589273 -24.424426 -4.147953
-2.373880 -20.237958 35.892937
-13.882920 3.533513 -32.669392
2.485925 0.014433 -31.535625
-2.399019 25.090892 -20.305667
26.396690 -20.923530 -39.551380
7.127625 -1.806409 -40.627597
24.350260 -22.569715 1.557828
17.254306 -16.965491 6.875442
15.526412 -24.293708 -20.984338
6.633855 -11.713113 22.158671
23.502587 -21.518800 -4.479253
21.359006 -21.294433 -29.024537
1.075315 2.951067 -41.190272
8.523282 0.074626 14.915656
8.412420 11.805689 8.472653
-6.772675 -7.941798 30.584161
5.838615 -20.107835 29.463091
10.234982 -9.792071 -41.666925
16.123529 -2.758658 -26.190689
0.279913 -4.139513 -1.183763
-9.747416 14.811290 19.378561
4.885521 -23.829318 -38.283824
0.948876 20.988410 -5.365261
-12.602640 -25.343484 35.089937
2.816625 16.843177 18.206102
-15.539620 -19.017571 34.333982
21.460115 -4.242313 19.705218
-24.893593 0.392287 14.211171
9.497246 -11.338437 27.286088
-1.163976 -0.965683 -13.286368
-17.822448 25.574895 -20.364535
3.275311 -7.221456 -12.198682
-12.708577 -18.817021 -21.261593
23.514885 5.087032 -1.462792
12.811164 -22.190829 -33.024536
15.147899 3.601596 30.513798
1.882205 7.873071 0.512973
-8.993394 -23.461658 35.485309
0.237988 1.550368 28.265100
22.520328 -19.139378 5.794559
-23.461904 26.155035 -12.913415
-3.388382 9.854222 9.375248
18.768322 -13.081554 1.125317
9.292778 17.936883 -16.708155
3.449838 -22.936021 -11.053893
-11.439155 26.047650 -10.995906
14.565749 -18.421943 29.829624
3.546103 26.049519 -4.964570
